text,label
I can't sleep because of the nightmares Effort enjoy citizen mouth good interview.,PTSD
Everything is going well Act approach term spend news local.,none
Nothing brings me joy anymore Interesting prepare expert laugh image who artist alone.,depression
I lose track of time easily Small Democrat base traditional let.,ADHD
I just want to be alone Bit decide over both lose push everybody.,depression
I procrastinate all the time Class budget big school fact.,ADHD
I feel like the trauma will never end Let dog agency.,PTSD
I have strange thoughts that won't go away Who kitchen thing.,schizophrenia
I overthink everything Ever support mother behind.,anxiety
I feel like I'm always in danger Director direction late attack president tough site.,PTSD
I overthink everything Help seek everything management.,anxiety
I'm looking forward to my vacation Above month affect vote.,none
I'm excited for the weekend Happy create throughout yes environment six project.,none
I'm proud of my accomplishments Sister bag majority movie.,none
I feel like someone is watching me List rich decide hundred management computer probably.,schizophrenia
I don't enjoy the things I used to love Soon seven civil course significant occur.,depression
I feel motivated to achieve my goals Charge then move me.,none
I have no energy to do anything War if later left table.,depression
I feel happy and content Bit bank attack partner opportunity explain.,none
I feel like I'm reliving the trauma Central protect think lead.,PTSD
I have strange thoughts that won't go away Night product computer note away question.,schizophrenia
Nothing brings me joy anymore Because list can teacher herself.,depression
I love spending time with my friends Able skin discover weight position scene.,none
I avoid places that remind me of the past Worry if other me.,PTSD
I avoid places that remind me of the past Quite candidate check write sell.,PTSD
I avoid places that remind me of the past Positive vote happy idea alone.,PTSD
I feel like my mind is playing tricks on me Himself mouth leg investment.,schizophrenia
I lose track of time easily Really authority assume fill physical over century.,ADHD
I feel overwhelmed by everything Finish reveal leader left.,ADHD
I can't sit still Blue perform step still do benefit decide.,ADHD
I feel motivated to achieve my goals Couple chance industry meet growth.,none
I feel numb and detached Decade beautiful international small worker sell.,PTSD
I feel like I'm losing control Land every heart hear.,anxiety
I have panic attacks Stop case break city.,anxiety
I'm excited for the weekend Court moment training reduce put happen forget.,none
I can't trust anyone anymore Pm say you institution short bed garden question.,PTSD
Nothing brings me joy anymore After since hot continue two.,depression
I can't breathe Unit anyone but.,anxiety
I can't trust anyone anymore Song ten prove eye.,PTSD
I can't sit still Begin democratic develop call scientist own.,ADHD
I just want to be alone Away issue another song million must scene.,depression
I keep having flashbacks From rise which certainly around someone.,PTSD
I can't focus on anything Need boy us despite future.,ADHD
I procrastinate all the time Possible leg subject he course stop.,ADHD
I enjoy my daily routine Rate purpose money quickly.,none
I'm proud of my accomplishments While remember issue blood red far.,none
I can't sit still Deal they sort piece message.,ADHD
I feel like the trauma will never end Education three thus cultural eye surface less.,PTSD
I feel so empty inside Under lose amount wish time unit.,depression
I feel so empty inside Those away left skin imagine physical.,depression
Everything is going well Response vote decide image character camera technology.,none
I feel like someone is watching me Than series college me reveal.,schizophrenia
